relm	RELM	14816.131.0	N/A
relm	RELM	14816.131.0	Positivo Chromebook C216B
rikku	RIKKU	13816.82.0	Acer Chromebox CXI2 / CXV2
samus	SAMUS	13904.77.0	Google Chromebook Pixel (2015)
sand	SAND	15604.57.0	Acer Chromebook 15 (CB515-1H, CB515-1HT)
sarien	ARCADA	15604.57.0	Dell Latitude 5300 2-in-1 Chromebook Enterprise
sarien	SARIEN	15604.57.0	Dell Latitude 5400 Chromebook Enterprise
scarlet	DRUWL	15509.81.0	AOpen Chromebook Commercial Tab
scarlet	DRUWL	15509.81.0	CTL Chromebook Tablet Tx1 for Education
scarlet	DRUWL	15509.81.0	druwl
scarlet	DUMO	15509.81.0	ASUS Chromebook Tablet CT100
scarlet	SCARLET	15509.81.0	Acer Chromebook Tab 10
sentry	SENTRY	15393.58.0	Lenovo ThinkPad 13
setzer	SETZER	14816.131.0	Chromebook 11-v0
skyrim	FROSTFLOW	15604.56.0	ASUS Chromebook CM34 Flip
skyrim	MARKARTH	15604.56.0	Acer Chromebook Plus 514 (CB514-3H, CB514-3HT)
skyrim	WHITERUN	15604.56.0	Dell Latitude 3445 Chromebook
snappy	SNAPPY	15604.57.0	Chromebook 11-ae0 / Chromebook 11-ae1
snappy	SNAPPY	15604.57.0	Chromebook 14-ca1 / Chromebook 14-ca0
snappy	SNAPPY	15604.57.0	HP Chromebook 11 G6 EE / Chromebook 11a
soraka	SORAKA	15604.57.0	Chromebook x2 12-f0
squawks	SQUAWKS	12239.92.0	ASUS Chromebook C200
stout	STOUT	10895.78.0	Lenovo Thinkpad X131e Chromebook
strongbad	COACHZ	15604.57.0	Chromebook x2 11-da0
strongbad	HOMESTAR	15572.57.0	Lenovo Chromebook Duet 5 / IdeaPad Duet 5 Chromebook
strongbad	QUACKINGSTICK	15604.57.0	Acer Chromebook Tab 510 / Enterprise Tab 510
strongbad	WORMDINGLER	15572.63.0	Lenovo Chromebook Duet 3 / IdeaPad Duet 3 Chromebook / Lenovo Duet Chromebook Education Edition
stumpy	STUMPY	10323.62.0	Samsung Chromebox Series 3
sumo	SUMO	14092.77.0	AOpen Chromebase Commercial
swanky	SWANKY	13904.97.0	Toshiba Chromebook 2
terra	TERRA	14816.131.0	ASUS Chromebook C202SA
terra	TERRA	14816.131.0	ASUS Chromebook C300SA / C301SA
tidus	TIDUS	13904.97.0	Lenovo ThinkCentre Chromebox
tricky	TRICKY	12239.92.0	Dell Chromebox
trogdor	KINGOFTOWN	15604.57.0	HP Fortis 11 G9 Q Chromebook/Chromebook Enterprise
trogdor	LAZOR	15604.57.0	Acer Chromebook Spin 513, CP513-1H/1HL, R841T/LT
trogdor	LIMOZEEN	15604.57.0	Acer Chromebook 511 (C741L/C741LT)
trogdor	PAZQUEL	15604.57.0	Libera-Merdeka Chromebook C100/C110/C120/C150
trogdor	PAZQUEL	15604.57.0	Orbic Chromebook
trogdor	PAZQUEL360	15604.57.0	Prowise Chromebook 360 G1
trogdor	POMPOM	15604.57.0	Dynabook Chromebook C1
ultima	ULTIMA	14816.131.0	Lenovo ThinkPad 11e 3rd Gen Chromebook
veyron-fievel	FIEVEL	14388.61.0	AOpen Chromebox Mini
veyron-jaq	JAQ	13020.87.0	Haier Chromebook 11
veyron-jaq	JAQ	13020.87.0	Lava Xolo Chromebook
veyron-jaq	JAQ	13020.87.0	Medion Chromebook Akoya S2013
veyron-jaq	JAQ	13020.87.0	True IDC Chromebook 11
veyron-jerry	JERRY	13099.110.0	CTL J2 / J4 Chromebook
veyron-jerry	JERRY	13099.110.0	EduGear Chromebook K
veyron-jerry	JERRY	13099.110.0	Epik 11.6" Chromebook  ELB1101
veyron-jerry	JERRY	13099.110.0	HiSense Chromebook 11
veyron-jerry	JERRY	13099.110.0	Mecer Chromebook
veyron-jerry	JERRY	13099.110.0	NComputing Chromebook CX100
veyron-jerry	JERRY	13099.110.0	Poin2 Chromebook 11
veyron-jerry	JERRY	13099.110.0	Positivo Chromebook CH1190
veyron-jerry	JERRY	13099.110.0	VideoNet Chromebook BL10
veyron-mickey	MICKEY	13421.99.0	ASUS Chromebit CS10
veyron-mighty	MIGHTY	13099.110.0	EduGear Chromebook M
veyron-mighty	MIGHTY	13099.110.0	Haier Chromebook 11e
veyron-mighty	MIGHTY	13099.110.0	Lumos Education Chromebook
veyron-mighty	MIGHTY	13099.110.0	MEDION Chromebook S2015
veyron-mighty	MIGHTY	13099.110.0	Nexian Chromebook 11.6"
veyron-mighty	MIGHTY	13099.110.0	PCMerge Chromebook PCM-116E/PCM-116EB
veyron-mighty	MIGHTY	13099.110.0	Prowise Chromebook Entryline
veyron-mighty	MIGHTY	13099.110.0	Sector 5 E1 Rugged Chromebook
veyron-mighty	MIGHTY	13099.110.0	Viglen Chromebook 11
veyron-minnie	MINNIE	13020.87.0	ASUS Chromebook Flip C100PA
veyron-speedy	SPEEDY	13020.87.0	ASUS Chromebook C201PA
veyron-tiger	TIGER	14388.61.0	AOpen Chromebase Mini
volteer	CHRONICLER	15604.57.0	FMV Chromebook 14F, FMV Chromebook WM1/F3
volteer	COLLIS	15604.57.0	ASUS Chromebook Flip CX3
volteer	COPANO	15604.57.0	ASUS Chromebook Flip CX5 (CX5400)
volteer	DELBIN	15604.57.0	ASUS Chromebook Flip CX5 (CX5500), ASUS Chromebook Flip C536
volteer	DELBIN	15604.57.0	ASUS Chromebook Vibe CX55 Flip
volteer	DELBIN	15604.57.0	ASUS Chromebook Vibe CX55 Flip
volteer	DROBIT	15604.57.0	ASUS Chromebook CX9 (CX9400)
volteer	ELDRID	15604.57.0	Chromebook x360 14c-cc0
volteer	ELEMI	15604.57.0	Chromebook 14b-nb0
volteer	LILLIPUP	15604.57.0	IdeaPad Flex 5i Chromebook (13", 6)
volteer	LINDAR	15604.57.0	Lenovo 5i-14 Chromebook
volteer	LINDAR	15604.57.0	Lenovo Slim 5 Chromebook
volteer	VOEMA	15604.57.0	Acer Chromebook Spin 514 (CP514-2H)
volteer	VOLET	15604.57.0	Acer Chromebook 515 (CB515-1W/CB515-1WT)
volteer	VOLTA	15604.57.0	Acer Chromebook 514 (CB514-1W/CB514-1WT)
volteer	VOXEL	15604.57.0	Acer Chromebook Spin 713 (CP713-3W)
winky	WINKY	14092.77.0	Samsung Chromebook 2 11" - XE500C12
wizpig	WIZPIG	14816.131.0	CTL J5 Chromebook
wizpig	WIZPIG	14816.131.0	Edugear CMT Chromebook
wizpig	WIZPIG	14816.131.0	Haier Chromebook 11 C
wizpig	WIZPIG	14816.131.0	Multilaser Chromebook M11C
wizpig	WIZPIG	14816.131.0	PCMerge Chromebook PCM-116T-432B
wizpig	WIZPIG	14816.131.0	Prowise Chromebook Proline
wizpig	WIZPIG	14816.131.0	Viglen Chromebook 360
wolf	WOLF	12239.92.1	Dell Chromebook 11
x86-alex-he	SAMS	9334.72.0	Samsung Chromebook Series 5
x86-mario	IEC	9000.91.0	Google Cr-48
x86-zgb-he	ACER	9334.72.0	Acer AC700-1099 Wifi
zako	ZAKO	12239.92.0	HP Chromebox G1
zork	BERKNIP	15604.57.0	Chromebook 14b-na0
zork	DIRINBOZ	15604.57.0	HP Chromebook 14a-nd0
zork	EZKINIL	15604.57.0	Acer Chromebook Spin 514  (CP514-1H, CP514-1W, CP514-1WH, CP514-1HH)
zork	GUMBOZ	15604.57.0	HP Chromebook x360 14a-cb0
zork	JELBOZ360	15604.57.0	ASUS Chromebook Flip CM1 (CM1400)
zork	MORPHIUS	15604.57.0	Lenovo ThinkPad C13 Yoga Chromebook / Lenovo ThinkPad C13 Yoga Chromebook Enterprise
zork	VILBOZ14	15604.57.0	Lenovo 14e Chromebook Gen 2
zork	VILBOZ	15604.57.0	Lenovo 100e Chromebook Gen 3
zork	VILBOZ360	15604.57.0	Lenovo 300e Chromebook Gen 3
zork	VILBOZ360	15604.57.0	NEC Chromebook Y1 Gen3A
zork	WOOMAX	15604.57.0	ASUS Chromebook Flip CM5
